Name of Student,No. of DSA questions,CGPA,Knows ML,Knows DSA,Knows Python,Knows JavaScript,Knows CSS,Was in Coding Club,Age of Candidate,Branch of Engineering,Placement Package
Manuel Gilbert,454,0.43,No,No,No,Yes,Yes,Yes,22,Electrical Engineering,4.59
Angela Harrison,475,6.84,Yes,Yes,No,No,No,Yes,19,Civil Engineering,45.38
Ashley James,146,0.08,No,Yes,Yes,Yes,Yes,No,23,Computer Science,6.06
Andres Riley,409,7,No,Yes,No,No,Yes,Yes,23,Civil Engineering,48.4
Christopher Best,140,0.1,Yes,Yes,Yes,,Yes,No,20,Mechanical Engineering,12.74
Joseph English,41,9.92,Yes,Yes,Yes,Yes,Yes,No,18,Computer Science,32.75
Jeffrey Oneill,136,8.2,No,No,No,Yes,No,Yes,24,Civil Engineering,13.44
Michael Collins,29,0.55,Yes,Yes,Yes,No,No,Yes,21,Civil Engineering,12.74
Tina Garrett,420,9.67,No,No,No,No,No,No,20,Computer Science,40.18
Sharon Gonzales,70,3.33,Yes,No,Yes,No,No,No,21,Electrical Engineering,9.19
Derrick Meyer,7,5.1,Yes,Yes,Yes,Yes,No,Yes,24,Civil Engineering,42.27
Melanie Walker,285,8.08,No,No,Yes,Yes,Yes,No,21,Civil Engineering,13.4
Katelyn Kelly,56,7.62,No,No,Yes,Yes,No,Yes,23,Electrical Engineering,32.67
David Williams,114,0.73,Yes,Yes,Yes,No,Yes,Yes,23,Computer Science,12.26
John Miller,258,0.67,Yes,Yes,Yes,Yes,Yes,No,18,Computer Science,12.28
Joseph Baker,79,1.98,Yes,Yes,No,Yes,No,Yes,19,Civil Engineering,12.17
Kristen Todd,452,7.86,No,No,Yes,Yes,Yes,Yes,19,Civil Engineering,41.04
Erin Perez,475,7.67,No,Yes,Yes,Yes,Yes,Yes,24,Computer Science,38.23
Jonathan Hernandez,29,6.14,No,Yes,Yes,Yes,Yes,Yes,25,Civil Engineering,23.2
Alexander Smith,398,8.32,No,Yes,Yes,Yes,Yes,No,19,Computer Science,14.34
Dean Cox,380,6.92,No,Yes,No,No,Yes,No,18,Civil Engineering,36.66
Alyssa Morrison,467,1.22,Yes,Yes,No,No,No,No,20,Civil Engineering,11.86
Melanie Trevino,309,5.48,No,No,No,Yes,No,Yes,24,Civil Engineering,38.22
Michael Dunn,85,7.08,No,No,Yes,Yes,No,No,21,Civil Engineering,22.6
Tiffany Blankenship,312,6.35,No,Yes,No,No,Yes,Yes,20,Civil Engineering,36.28
Robin Hancock,92,7.88,Yes,No,Yes,,Yes,Yes,19,Electrical Engineering,19.11
Gregory Greene,476,6.3,No,Yes,No,Yes,No,No,18,Civil Engineering,20.25
Tanya Porter,58,4.33,Yes,Yes,Yes,Yes,No,Yes,25,Electrical Engineering,12.46
Christian Young,352,2.46,Yes,Yes,No,No,No,No,19,Electrical Engineering,10.8
Natalie Horton,274,1.57,Yes,No,No,No,Yes,Yes,24,Electrical Engineering,8.69
Tiffany Jones,35,6.29,Yes,Yes,No,Yes,Yes,No,22,Computer Science,57.26
Mary Cannon,80,4.59,Yes,Yes,No,Yes,Yes,Yes,24,Civil Engineering,12.54
Jacqueline Whitehead,36,2.42,No,No,Yes,Yes,Yes,Yes,21,Mechanical Engineering,4.57
Elizabeth French,420,4.94,No,Yes,No,Yes,No,No,23,Electrical Engineering,6.5
Kathryn Williams,5,7.18,,Yes,Yes,Yes,No,Yes,24,Electrical Engineering,40.13
Kelly Mcconnell,55,7.54,No,No,Yes,Yes,No,Yes,18,Civil Engineering,49.35
Laura Mason,204,4.45,Yes,Yes,No,Yes,Yes,Yes,21,Electrical Engineering,11.79
Matthew Thompson,378,3.99,Yes,No,No,Yes,Yes,No,19,Electrical Engineering,8.69
Sherri Hill,376,4.88,No,Yes,No,No,Yes,Yes,19,Electrical Engineering,5.09
Beth Mann,410,1.34,No,Yes,No,No,No,No,22,Computer Science,6.06
Tammy Quinn,312,9.69,Yes,Yes,Yes,No,No,No,19,Mechanical Engineering,52.09
James Calderon,256,2.93,,No,No,Yes,No,Yes,23,Electrical Engineering,3.43
Thomas Lozano,474,9,No,No,No,Yes,Yes,No,24,Computer Science,14.94
Derek Hooper,215,0.57,Yes,Yes,Yes,Yes,No,No,22,Mechanical Engineering,10.91
Stephanie Mccullough,60,7.63,Yes,Yes,Yes,No,Yes,Yes,18,Mechanical Engineering,48.43
Dustin Williams,89,6.81,No,No,No,No,Yes,No,21,Computer Science,28.8
John Ellis,156,7.82,,No,No,Yes,Yes,Yes,25,Civil Engineering,47.92
Jennifer Contreras,450,2.18,Yes,Yes,No,No,No,Yes,18,Mechanical Engineering,12.21
Angela Thompson,396,8.56,No,Yes,No,Yes,,No,22,Mechanical Engineering,41.11
Jared Mendoza,391,2.15,Yes,No,Yes,Yes,No,No,24,Mechanical Engineering,10.68
William Martin,112,6.91,Yes,No,Yes,No,Yes,No,24,Electrical Engineering,19.44
Amy Harrison,376,5.22,Yes,Yes,Yes,No,Yes,Yes,18,Electrical Engineering,26.79
Nicholas Fernandez,430,6.1,No,Yes,Yes,No,No,Yes,18,Electrical Engineering,25.85
Peter Cabrera,317,6.21,Yes,No,Yes,No,No,Yes,18,Computer Science,16.81
Andrew Anderson,206,5.83,No,No,Yes,Yes,No,Yes,20,Mechanical Engineering,32.5
Albert Davis Jr.,239,5.42,Yes,No,No,Yes,No,Yes,18,Computer Science,29.48
Patricia Kelly,260,7.52,No,No,No,No,Yes,No,20,Computer Science,21.79
Dr. Timothy Gordon,242,6.88,No,Yes,No,No,No,Yes,22,Computer Science,42.8
Jason Tran,287,8.95,No,No,No,Yes,No,No,20,Mechanical Engineering,41.39
Anna Bray,357,0.05,No,No,No,Yes,No,Yes,24,Electrical Engineering,4.36
Danielle Lane,315,5.36,No,No,No,Yes,Yes,Yes,22,Electrical Engineering,41.16
Angela Jones,163,3.42,No,Yes,No,Yes,No,Yes,19,Computer Science,5.28
Lindsay Smith,120,8.86,No,Yes,Yes,Yes,No,Yes,25,Civil Engineering,46.24
Stephen Phelps,280,4.99,Yes,No,No,Yes,No,No,25,Civil Engineering,9.57
Lauren Hopkins,296,5.8,No,No,No,,Yes,No,25,Mechanical Engineering,45.06
Luis Wilson,410,2.71,No,No,Yes,No,Yes,Yes,19,Civil Engineering,2.98
Katherine Lowe,467,8.31,No,No,Yes,Yes,Yes,Yes,24,Electrical Engineering,29.08
Melissa Gray,20,0.7,Yes,Yes,No,No,No,No,23,Mechanical Engineering,12.06
Elizabeth Hogan MD,138,0.53,,Yes,Yes,Yes,No,No,23,Electrical Engineering,12.3
Mary James,338,6.14,No,Yes,No,Yes,No,Yes,19,Mechanical Engineering,37.96
Robert Brady,252,1.21,Yes,Yes,Yes,No,Yes,No,18,Electrical Engineering,11.53
Jacob Hall,200,6.13,Yes,No,Yes,Yes,No,Yes,22,Computer Science,21.11
Alexandria Pugh,217,2.99,No,Yes,No,No,Yes,No,19,Civil Engineering,5.12
Jeanette Cain,429,0.18,Yes,No,No,No,No,Yes,23,Electrical Engineering,9.94
Robert Preston,64,0.22,Yes,Yes,Yes,Yes,Yes,No,19,Mechanical Engineering,12.59
Karen Stevens,25,4.49,No,Yes,No,Yes,Yes,Yes,25,Electrical Engineering,5.66
Mrs. Victoria Daniel PhD,69,0.34,No,Yes,No,No,Yes,No,24,Computer Science,6.23
Linda Williams,69,2.22,No,Yes,No,Yes,No,No,22,Civil Engineering,6.41
Ryan Cox,9,0.63,Yes,Yes,,Yes,No,Yes,23,Civil Engineering,12.44
Kathleen Mitchell,169,8.4,No,Yes,Yes,Yes,Yes,No,21,Computer Science,17.4
Heather Oneal,3,2.41,No,No,No,No,Yes,Yes,24,Electrical Engineering,4.62
Michelle Stewart,217,9.06,No,Yes,No,Yes,No,Yes,22,Electrical Engineering,16.42
Jacob Phillips,403,8.07,No,Yes,Yes,Yes,Yes,No,20,Computer Science,18.81
Jared Thompson,322,7.87,No,No,No,Yes,No,Yes,21,Mechanical Engineering,30.35
Michael Hernandez,301,0.93,Yes,No,No,Yes,No,Yes,22,Civil Engineering,8.98
Mary Ingram,391,3.8,Yes,No,Yes,No,No,No,24,Civil Engineering,9.5
Shawn Edwards,214,3.96,Yes,No,No,Yes,Yes,No,24,Electrical Engineering,8.84
Diane Evans,378,4.38,Yes,Yes,Yes,No,No,No,20,Mechanical Engineering,12.7
Jeremy Pham,361,5.51,,No,Yes,Yes,No,No,20,Electrical Engineering,46.19
Brenda Gomez,132,7.36,No,Yes,Yes,Yes,No,Yes,22,Mechanical Engineering,25.05
Michael Haney,80,3.94,No,No,No,Yes,Yes,Yes,20,Computer Science,2.69
Lisa Garcia,46,6.37,Yes,No,No,Yes,Yes,No,20,Computer Science,40.72
David Barr,176,6.36,Yes,Yes,,No,No,No,18,Computer Science,49.21
Thomas Johnson,69,5.76,No,Yes,No,Yes,Yes,No,20,Computer Science,48.34
Matthew Trevino,276,4.45,No,No,Yes,No,Yes,Yes,20,Civil Engineering,2.99
Joseph Kidd,225,0.2,Yes,No,No,Yes,No,No,19,Civil Engineering,10.67
Stephanie Gonzalez,293,2.56,No,Yes,No,Yes,Yes,Yes,22,Electrical Engineering,6.56
Michael Bates,262,6.78,Yes,No,Yes,Yes,Yes,Yes,24,Mechanical Engineering,28.43
Heidi Haas,299,4.33,No,No,Yes,,Yes,Yes,20,Civil Engineering,2.8
Samantha Melendez,459,7.12,No,Yes,No,,Yes,No,25,Electrical Engineering,40.06
Luke Mcconnell,491,0.16,,No,No,No,Yes,Yes,23,Civil Engineering,9.66
Katrina Lee,11,3.7,No,Yes,No,Yes,Yes,Yes,20,Electrical Engineering,6.65
Cathy Galvan,185,1.39,No,Yes,No,No,No,Yes,23,Mechanical Engineering,6.15
Melvin Mason,252,6.8,No,Yes,No,Yes,No,Yes,18,Civil Engineering,38.67
William Johnston,423,0.51,Yes,No,No,Yes,No,No,25,Civil Engineering,10.57
Jessica Patrick,355,6.84,No,Yes,Yes,Yes,No,Yes,20,Electrical Engineering,20.01
Melissa Estes,242,6.89,No,Yes,Yes,No,Yes,No,19,Electrical Engineering,25.89
Katelyn Martinez,371,5.57,,Yes,Yes,Yes,No,No,22,Civil Engineering,44.25
Robert Odonnell,205,1.13,Yes,Yes,Yes,Yes,No,No,24,Electrical Engineering,10.59
Scott Thomas,88,3.6,No,Yes,No,No,No,No,19,Civil Engineering,5.11
Bradley Howe,0,2.55,Yes,No,Yes,No,Yes,No,21,Mechanical Engineering,10.75
Lindsey Kennedy,59,6.3,Yes,No,Yes,Yes,Yes,Yes,20,Mechanical Engineering,49.95
Gail Rivas,225,5.45,Yes,Yes,No,Yes,No,Yes,23,Mechanical Engineering,38.23
Christopher Wade,227,2.05,No,Yes,No,Yes,Yes,No,21,Computer Science,5.3
Angela Higgins DDS,375,6.4,Yes,Yes,Yes,No,No,Yes,18,Civil Engineering,52.83
Teresa Padilla,335,6.69,No,No,Yes,Yes,Yes,Yes,22,Electrical Engineering,20.43
Nicholas Jacobs,41,3.66,No,No,Yes,No,No,Yes,19,Civil Engineering,3.99
Chris Payne,239,8.51,No,No,Yes,No,Yes,Yes,22,Computer Science,20.54
Cindy Henderson,257,4.67,Yes,No,Yes,No,Yes,No,18,Civil Engineering,9.93
Mariah Kelly,469,0.45,Yes,Yes,Yes,No,No,Yes,21,Civil Engineering,11.22
John Collins,134,6.41,Yes,No,No,No,Yes,No,24,Mechanical Engineering,49.28
Tabitha Sutton,157,4.19,No,Yes,Yes,No,No,Yes,22,Computer Science,4.85
Robert Gibbs,469,0.79,Yes,No,Yes,Yes,No,No,20,Civil Engineering,9.26
David Dunn,292,9.36,No,Yes,Yes,Yes,No,No,25,Civil Engineering,44.94
Jacob Parks,30,7.79,No,No,No,Yes,,No,23,Civil Engineering,18.4
Jacob Thornton,164,8.54,Yes,No,No,Yes,No,Yes,20,Electrical Engineering,52.94
Mrs. Mallory Johnson,470,3.03,,Yes,No,No,Yes,Yes,21,Mechanical Engineering,10.81
Sarah Alexander,314,5.87,No,No,Yes,Yes,Yes,No,25,Civil Engineering,30.81
Samuel Hughes,447,1.83,No,Yes,Yes,No,No,No,18,Electrical Engineering,5.78
Taylor Smith,485,0.33,Yes,No,Yes,No,Yes,No,18,Electrical Engineering,8.59
Denise Mcpherson,5,3.39,Yes,Yes,Yes,Yes,No,No,24,Electrical Engineering,11.86
Susan Payne,427,1.02,Yes,No,Yes,Yes,No,No,24,Mechanical Engineering,9.35
Micheal Carson,189,0.66,No,Yes,Yes,Yes,Yes,Yes,23,Computer Science,4.54
Tom Moreno,320,4.99,No,No,No,No,Yes,No,21,Electrical Engineering,4.4
Johnny Weber,174,7.91,No,No,No,No,Yes,Yes,25,Computer Science,16.06
John Davenport,174,9.34,Yes,No,Yes,Yes,Yes,No,22,Civil Engineering,55.14
Kayla Schmidt,139,6.23,No,No,Yes,Yes,,Yes,23,Mechanical Engineering,46.74
James Miller,40,4.01,Yes,No,,No,Yes,Yes,24,Electrical Engineering,10.26
Beth Santana,40,3.66,No,Yes,Yes,Yes,No,Yes,24,Mechanical Engineering,6.55
Olivia Freeman,30,1.58,Yes,Yes,No,No,Yes,Yes,21,Mechanical Engineering,11.13
Shannon Sloan,17,5.16,No,Yes,Yes,Yes,Yes,Yes,21,Civil Engineering,30.67
Daniel Thomas,280,8.65,Yes,No,No,Yes,No,Yes,19,Civil Engineering,32.8
Monica Fields,383,6.62,Yes,Yes,Yes,Yes,Yes,No,22,Mechanical Engineering,37.41
Anita Gentry,131,4.21,No,No,No,No,No,Yes,21,Electrical Engineering,2.96
Elizabeth Herring,401,3.87,No,No,Yes,Yes,No,Yes,18,Civil Engineering,3.7
Peter Dunn,309,0.21,No,No,Yes,No,No,Yes,24,Electrical Engineering,4.16
Daniel Camacho,422,8.9,No,Yes,Yes,No,Yes,No,18,Civil Engineering,24.09
Michael Clark,176,9.27,Yes,No,No,Yes,No,Yes,18,Electrical Engineering,21.41
Dawn Padilla,414,6.28,Yes,Yes,Yes,No,Yes,Yes,25,Computer Science,26.55
Julie Patterson,306,1.13,Yes,Yes,Yes,Yes,Yes,No,19,Civil Engineering,11.32
Keith Gallagher,261,3.25,Yes,No,No,Yes,Yes,No,23,Electrical Engineering,9.5
Justin Taylor,479,0.99,No,Yes,Yes,No,Yes,Yes,20,Computer Science,5.49
Cathy Schwartz,450,1.86,Yes,Yes,No,No,No,Yes,18,Civil Engineering,11
Eric Peters,183,7.42,Yes,Yes,Yes,No,No,No,22,Mechanical Engineering,42.29
Luis Knight,382,1.95,No,Yes,No,Yes,No,No,18,Civil Engineering,4.56
Daniel Becker,224,7.08,No,Yes,Yes,No,No,Yes,20,Computer Science,48.23
John Andrade,190,5.27,No,No,No,No,No,No,22,Civil Engineering,7.48
Alicia Mason,36,7.11,No,Yes,No,No,No,Yes,20,Mechanical Engineering,39.09
Caleb Estrada,352,3.87,No,Yes,No,No,No,No,22,Mechanical Engineering,6.7
Michelle May,376,0.83,No,No,Yes,No,Yes,No,24,Civil Engineering,4.7
Ryan Smith,259,5.04,Yes,Yes,Yes,No,No,Yes,20,Mechanical Engineering,55.85
Zachary Parks,169,1.05,No,Yes,Yes,Yes,No,Yes,19,Civil Engineering,6.58
Kyle Hayes,261,6.26,No,No,Yes,No,No,Yes,19,Civil Engineering,21.83
Joy Tapia,170,3.14,Yes,Yes,No,Yes,No,Yes,24,Civil Engineering,12.06
Amanda King,489,7.96,No,Yes,No,Yes,Yes,Yes,21,Civil Engineering,29.71
Diana Rodriguez,189,0.37,No,No,Yes,No,Yes,Yes,23,Computer Science,2.97
Emily Stewart,160,7.12,No,Yes,No,Yes,Yes,No,19,Computer Science,50.29
Kyle Yang,370,6.15,Yes,Yes,Yes,Yes,Yes,No,21,Civil Engineering,37.87
Gregory Castro,76,6.19,No,No,Yes,Yes,Yes,No,20,Mechanical Engineering,22.47
Diane Page,403,2.76,,Yes,No,No,No,Yes,21,Computer Science,6.74
Andrew Rodriguez,444,0.26,Yes,No,No,Yes,Yes,No,21,Mechanical Engineering,10.81
Devon Morales,252,2.26,Yes,Yes,Yes,Yes,No,No,25,Civil Engineering,13
Alexandra Davila,230,1.56,Yes,Yes,Yes,Yes,No,Yes,19,Mechanical Engineering,12.13
Cheryl Gutierrez,247,3.91,Yes,Yes,Yes,Yes,No,No,19,Computer Science,12.3
Gary Martin,306,7.54,No,No,Yes,No,No,No,20,Civil Engineering,32.36
Laura Crane,325,6.2,No,No,Yes,No,Yes,No,20,Electrical Engineering,40.17
Daniel Glenn,209,2.94,No,No,No,Yes,Yes,No,18,Electrical Engineering,4.81
Amanda Davis,62,7.31,No,No,Yes,No,No,Yes,25,Electrical Engineering,19.23
Rachel Watson,318,0.11,Yes,Yes,No,Yes,Yes,Yes,24,Electrical Engineering,11.84
David Perez,494,5.8,No,Yes,Yes,Yes,Yes,Yes,23,Civil Engineering,21.93
Jordan Moore,225,0.31,Yes,Yes,No,Yes,No,No,18,Mechanical Engineering,12.93
Ruben Grant,485,5.51,Yes,No,No,No,Yes,Yes,21,Civil Engineering,24.56
Jessica Clarke,492,9.5,Yes,Yes,No,Yes,No,No,21,Mechanical Engineering,29.24
Tammy Andrade,367,6.1,Yes,Yes,Yes,No,Yes,No,20,Computer Science,47.23
Patrick Rasmussen,221,8.03,Yes,Yes,No,Yes,No,Yes,25,Electrical Engineering,18.21
Brian Oliver,417,0.82,Yes,Yes,No,No,Yes,No,23,Electrical Engineering,10.72
Edward Snyder,459,3.54,No,No,No,No,No,No,19,Electrical Engineering,3.86
Antonio Nelson,384,7.32,No,No,Yes,No,Yes,Yes,22,Computer Science,25.65
Nicole Robinson,447,7.53,Yes,No,No,No,Yes,No,21,Computer Science,27.46
Natalie Villanueva,9,1.51,Yes,No,No,No,Yes,Yes,19,Civil Engineering,9.97
Devin Castro,361,5.09,No,Yes,No,No,No,Yes,21,Mechanical Engineering,33.58
Alex Fox,362,3.05,No,No,Yes,Yes,Yes,Yes,18,Computer Science,3.71
Christina Adkins,183,0.54,Yes,No,Yes,Yes,No,No,24,Computer Science,9.54
Haley Jones,226,6.92,Yes,No,No,Yes,No,Yes,22,Mechanical Engineering,39.77
Dawn Poole,316,5.99,No,Yes,No,Yes,Yes,Yes,19,Mechanical Engineering,35.07
Miss Lauren Morales DDS,80,9.05,Yes,No,Yes,Yes,No,No,22,Mechanical Engineering,49.91
Logan Arellano,369,4.16,No,No,No,Yes,,Yes,23,Computer Science,3.07
Rachel Reed,369,2.91,No,Yes,Yes,No,Yes,No,24,Mechanical Engineering,5.37
Carl Castillo,108,3.3,Yes,No,No,Yes,No,Yes,24,Civil Engineering,10.61
Daniel Merritt,313,3.98,No,Yes,Yes,Yes,No,No,25,Electrical Engineering,5.49
Trevor Smith,207,3.09,No,Yes,No,No,No,No,24,Computer Science,4.85
Brandon Cruz,448,5.95,Yes,No,Yes,Yes,No,Yes,21,Electrical Engineering,23.45
Nicholas Sanders,169,9.55,No,No,Yes,No,No,Yes,25,Mechanical Engineering,23.18
Mary Smith,348,4.88,Yes,No,Yes,No,Yes,No,22,Electrical Engineering,10.47
Kevin Carpenter,107,5.54,Yes,No,No,Yes,No,No,22,Mechanical Engineering,17.47
Hannah Wells,197,4.96,No,Yes,Yes,No,No,No,24,Civil Engineering,6.14
Jasmine Richardson,315,7.05,No,Yes,Yes,No,No,No,19,Electrical Engineering,20.58
Dr. Sandy Young,75,9.59,,No,Yes,No,Yes,No,22,Electrical Engineering,22.73
Emily Colon,80,6.39,Yes,Yes,No,Yes,No,Yes,20,Civil Engineering,44.99
Cynthia Davis,94,5.13,Yes,No,No,Yes,No,No,21,Electrical Engineering,39.48
Dean Cox,424,0.47,No,No,No,Yes,Yes,Yes,20,Computer Science,3.09
Jamie Jackson,469,2,No,Yes,No,No,Yes,No,21,Electrical Engineering,6.34
Dave Ford,340,0.53,Yes,No,No,No,Yes,Yes,20,Civil Engineering,9.87
Rebecca Moore,410,9.3,No,No,No,No,No,No,18,Civil Engineering,44.09
Elizabeth Leon,43,4.43,No,Yes,No,No,No,No,24,Civil Engineering,5.06
Gary Clayton,303,2.64,Yes,No,No,Yes,Yes,Yes,25,Electrical Engineering,10.39
Kelly Hill,256,8.8,Yes,Yes,Yes,Yes,No,Yes,22,Civil Engineering,20.07
Alicia Smith,138,7.73,No,Yes,No,Yes,No,No,25,Civil Engineering,49.6
Jeffrey Martin,41,2.1,No,Yes,Yes,No,Yes,No,20,Mechanical Engineering,5.86
Catherine Trevino,368,0.72,Yes,No,No,No,Yes,No,22,Mechanical Engineering,10.87
Joshua Kelly,15,4.65,No,Yes,Yes,Yes,No,Yes,22,Mechanical Engineering,5.87
Michelle Ellison,443,6.49,Yes,Yes,No,Yes,Yes,No,23,Civil Engineering,57.37
Kristina Jackson,122,0.35,Yes,No,No,No,Yes,Yes,19,Computer Science,9.85
David Jones,462,3.76,No,No,No,Yes,Yes,No,25,Civil Engineering,2.55
Michael Leonard,296,0.74,No,Yes,No,Yes,Yes,No,21,Mechanical Engineering,6.17
Donna Decker,30,4.88,Yes,Yes,No,,Yes,No,18,Computer Science,10.78
Melissa Duncan,369,2.57,No,Yes,No,Yes,Yes,No,25,Mechanical Engineering,6.72
Justin Griffith,480,4,No,Yes,No,Yes,Yes,Yes,19,Computer Science,6.39
Nancy Ramirez,170,6.98,No,Yes,No,No,Yes,Yes,25,Electrical Engineering,47.07
Sarah Murphy,305,7.8,No,No,Yes,Yes,Yes,Yes,21,Computer Science,38.83
Victoria Pope,209,5.25,Yes,No,Yes,Yes,No,No,22,Electrical Engineering,51.64
Oscar Collins,430,0.2,No,No,No,No,Yes,No,20,Mechanical Engineering,3.32
Theresa Gibson,325,0.87,Yes,Yes,No,Yes,Yes,Yes,25,Electrical Engineering,11.89
Jeffrey Stone,101,9.81,Yes,No,No,No,Yes,Yes,20,Civil Engineering,28.61
Aaron Rosario,327,2.07,No,No,,No,Yes,No,21,Mechanical Engineering,4.43
Brad Thornton,294,5.2,Yes,No,No,No,No,No,23,Civil Engineering,35.62
Desiree Ruiz,221,2.09,No,No,No,Yes,Yes,Yes,23,Electrical Engineering,3.34
Jennifer Stanley,147,3.93,Yes,No,Yes,No,No,No,25,Mechanical Engineering,9.79
David Martin,495,1.7,Yes,Yes,No,No,Yes,Yes,24,Electrical Engineering,11.12
Doris Drake,356,6.5,Yes,No,No,No,Yes,Yes,23,Civil Engineering,38.92
Nicholas Sanchez,448,0.41,No,Yes,Yes,Yes,Yes,Yes,22,Mechanical Engineering,6.41
Kathy Murray,441,3.27,Yes,No,Yes,No,No,Yes,19,Computer Science,9.88
Christine Ochoa,482,0.3,No,No,No,Yes,Yes,Yes,25,Electrical Engineering,4.54
Alison Baxter,197,2.94,Yes,No,,Yes,No,No,22,Mechanical Engineering,10.4
Sarah Freeman,258,5.97,No,Yes,No,Yes,Yes,No,18,Civil Engineering,42.02
Megan Murray,114,2.58,Yes,No,No,Yes,No,Yes,23,Electrical Engineering,10.44
David Holt,228,1.56,Yes,No,No,No,No,No,21,Civil Engineering,9.25
Elizabeth Watson,313,2.98,No,No,No,Yes,No,Yes,18,Civil Engineering,2.89
Tyler Morales II,40,5.64,Yes,Yes,Yes,Yes,No,No,19,Electrical Engineering,42.56
Jeffrey Gonzalez,426,4.53,No,No,No,Yes,No,Yes,18,Electrical Engineering,4.87
Paul Barnett,149,9.11,Yes,No,No,Yes,Yes,Yes,25,Computer Science,19.54
Justin Bryan,129,4.71,No,Yes,No,,No,No,24,Electrical Engineering,5.06
Eric Johnson II,229,4.98,Yes,Yes,Yes,No,No,Yes,18,Electrical Engineering,10.67
Brett Fowler,466,1.84,No,Yes,Yes,No,Yes,Yes,25,Computer Science,5.09
Matthew Mccarty,134,6.16,No,Yes,No,No,Yes,No,21,Computer Science,32.53
Alejandro Hampton,410,3.97,Yes,No,Yes,No,,Yes,24,Electrical Engineering,10.04
Amanda Harris,46,7.39,Yes,Yes,Yes,No,Yes,Yes,22,Electrical Engineering,40.52
Ashley Garza,409,1.69,No,No,Yes,No,No,Yes,23,Mechanical Engineering,3.06
Zachary Ray,94,8.18,Yes,Yes,No,No,Yes,No,21,Mechanical Engineering,20.39
Steven Allison,380,4.35,Yes,No,No,Yes,No,No,25,Computer Science,10.24
Jack Johnson,2,6.23,Yes,No,No,No,Yes,No,25,Computer Science,35.42
David Hutchinson,462,1.09,Yes,Yes,No,No,Yes,Yes,25,Electrical Engineering,12.25
Deborah Anderson,347,6.52,Yes,Yes,Yes,Yes,Yes,No,25,Mechanical Engineering,21.24
Joshua Gray,178,5.44,Yes,No,No,Yes,No,No,25,Civil Engineering,17.87
Andrea Bernard,203,2.76,Yes,Yes,No,No,No,No,21,Mechanical Engineering,12.28
Daniel Hughes,85,9.3,Yes,Yes,No,Yes,No,No,24,Computer Science,51.51
Isaiah Rodriguez,401,4.69,No,No,Yes,No,Yes,No,19,Civil Engineering,4.76
Louis Mcdonald,290,7.96,No,Yes,No,No,,No,23,Computer Science,35.37
Claudia Randall,480,8.06,Yes,Yes,Yes,Yes,Yes,No,20,Mechanical Engineering,36
Melissa Hughes,429,1.83,Yes,No,No,Yes,No,Yes,23,Mechanical Engineering,9.56
Shannon Wallace,396,7.41,No,No,No,No,No,Yes,25,Electrical Engineering,11.24
Heather Santos,140,4.26,No,Yes,Yes,Yes,Yes,No,21,Electrical Engineering,4.62
Lance Smith,92,9.06,Yes,No,Yes,No,Yes,Yes,20,Computer Science,21.1
Brandon Callahan,379,7.38,Yes,No,Yes,Yes,No,Yes,24,Electrical Engineering,32.59
James Pitts,107,8.87,No,No,Yes,No,No,Yes,23,Civil Engineering,42.3
Ryan Hinton,75,8.88,Yes,Yes,No,No,No,Yes,25,Civil Engineering,25.8
Larry Morales,376,0.26,Yes,Yes,Yes,No,No,No,21,Computer Science,12.45
Tyler Ramos,303,3.59,No,No,Yes,Yes,No,No,20,Computer Science,4.85
Alexis Hansen,14,1.74,Yes,No,Yes,Yes,Yes,No,21,Mechanical Engineering,8.93
Christopher Anderson,233,5.02,No,No,Yes,Yes,No,No,18,Electrical Engineering,44.81
David Willis,155,8.4,Yes,Yes,No,Yes,No,No,23,Civil Engineering,33.27
Valerie Stanley,349,2.46,Yes,No,Yes,No,No,No,24,Mechanical Engineering,10.51
Joseph Cooper,309,2.57,Yes,Yes,Yes,No,No,No,18,Electrical Engineering,10.57
Barbara Austin,128,7.62,No,Yes,Yes,Yes,No,No,22,Computer Science,17.17
Mark Hale,162,5.84,Yes,No,Yes,No,,Yes,23,Civil Engineering,50.53
Larry Jackson,368,6.21,No,No,Yes,Yes,No,No,24,Computer Science,17.26
Angela Peterson,22,9.92,Yes,No,Yes,No,No,Yes,24,Civil Engineering,34.41
Makayla Rivera,408,7.74,No,No,Yes,Yes,No,No,19,Civil Engineering,38.4
Shelly Morse,328,1.52,Yes,Yes,No,No,No,Yes,20,Mechanical Engineering,11.3
Timothy Lloyd,203,3.69,No,Yes,Yes,No,Yes,Yes,19,Electrical Engineering,5.03
Isabel Powell,299,1.58,No,Yes,No,Yes,Yes,Yes,21,Civil Engineering,5.78
Stacy Bond,451,7.94,Yes,Yes,No,No,Yes,Yes,23,Civil Engineering,20.4
Andrea Lamb,483,1.04,No,Yes,No,No,Yes,Yes,25,Mechanical Engineering,5.25
Matthew Parker,35,8.7,Yes,Yes,No,No,No,No,23,Mechanical Engineering,53.04
James Holloway,53,2.57,No,No,Yes,No,No,Yes,18,Civil Engineering,2.6
Ryan Wells,99,5.28,Yes,Yes,No,No,Yes,Yes,25,Mechanical Engineering,55.46
Kenneth Henry,226,7.47,No,No,No,No,Yes,Yes,23,Civil Engineering,33.91
Stephanie Hawkins,85,5.47,No,Yes,Yes,No,Yes,Yes,23,Computer Science,19.39
